Date,Open,High,Low,Close,Adj Close,Volume,Change,trix,buy_signal,sell_signal,rf,rf_loan,VaR,kelly,kelly_ratio,portfolio,equity,cash
01/09/2009,909.9099731445312,911.9299926757812,888.3099975585938,890.3499755859375,890.3499755859375,4716500000,-0.021303029798827477,0.25403858187663747,False,False,9.682344187411651e-05,0.00021506564089812663,-0.04714070706031326,-2.4646610015212373,0.0,1.0,0.0,1.0
01/12/2009,890.4000244140625,890.4000244140625,864.3200073242188,870.260009765625,870.260009765625,4725050000,-0.02256412239141281,-0.002911794181909492,True,False,9.291682097734011e-05,0.00021115902000135023,-0.04714070706031326,-2.5138268833240254,0.0,1.0000929168209773,0.0,1.0000929168209773
01/13/2009,869.7899780273438,877.02001953125,862.02001953125,871.7899780273438,871.7899780273438,5567460000,0.0017580587922576552,-0.20628598866765385,False,False,9.057102323084543e-05,0.00020881322225485555,-0.04714070706031326,-2.5825752045268637,0.0,1.0001834962597798,0.0,1.0001834962597798
01/14/2009,867.280029296875,867.280029296875,836.9299926757812,842.6199951171875,842.6199951171875,5407880000,-0.03345987410426654,-0.45418067325404216,False,False,9.096208467762601e-05,0.00020920428370163613,-0.04714070706031326,-2.7690925714572505,0.0,1.0002744750356598,0.0,1.0002744750356598
01/15/2009,841.989990234375,851.5900268554688,817.0399780273438,843.739990234375,843.739990234375,7807350000,0.0013291817470242329,-0.6318762333303011,False,False,9.330765410231479e-05,0.0002115498531263249,-0.04714070706031326,-2.80181947846497,0.0,1.0003678083003837,0.0,1.0003678083003837
01/16/2009,844.4500122070312,858.1300048828125,830.6599731445312,850.1199951171875,850.1199951171875,6786040000,0.0075615769747268136,-0.6949939713013303,False,False,9.330765410231479e-05,0.0002115498531263249,-0.04714070706031326,-2.7550134509077426,0.0,1.0004611502738157,0.0,1.0004611502738157
01/20/2009,849.6400146484375,849.6400146484375,804.469970703125,805.219970703125,805.219970703125,6375230000,-0.052816102046715274,-0.8707786999498744,False,False,9.447992534150629e-05,0.0002127221243655164,-0.05026398151360678,-2.9999651110385352,0.0,1.0005556737686006,0.0,1.0005556737686006
01/21/2009,806.77001953125,841.719970703125,804.2999877929688,840.239990234375,840.239990234375,6467830000,0.04349124562903017,-0.8591053508344435,False,False,0.00010579427587908974,0.00022403647490309986,-0.05026398151360678,-2.704272365904137,0.0,1.0006615268315837,0.0,1.0006615268315837
01/22/2009,839.739990234375,839.739990234375,811.2899780273438,827.5,827.5,5843830000,-0.015162323124874533,-0.8169501487981058,False,False,0.00010384579827982243,0.00022208799730383255,-0.05026398151360678,-2.8068690127425957,0.0,1.0007654413266454,0.0,1.0007654413266454
01/23/2009,822.1599731445312,838.6099853515625,806.0700073242188,831.9500122070312,831.9500122070312,5832160000,0.005377658256231044,-0.7280336222933117,False,False,0.00010306614249411261,0.00022130834151812273,-0.05026398151360678,-2.713684422523032,0.0,1.0008685863602242,0.0,1.0008685863602242
01/26/2009,832.5,852.530029296875,827.6900024414062,836.5700073242188,836.5700073242188,6039940000,0.005553212391849582,-0.6012455193718576,False,False,0.00010111634064968733,0.00021935853967369745,-0.05026398151360678,-2.664604960751604,0.0,1.0009697905291481,0.0,1.0009697905291481
01/27/2009,837.2999877929688,850.4500122070312,835.4000244140625,845.7100219726562,845.7100219726562,5353260000,0.010925582519593302,-0.43359099769596926,False,False,9.565185453208613e-05,0.00021389405355609625,-0.05026398151360678,-2.579620662152162,0.0,1.0010655351459428,0.0,1.0010655351459428
01/28/2009,845.72998046875,877.8599853515625,845.72998046875,874.0900268554688,874.0900268554688,6199180000,0.03355760738960489,-0.1565095186778626,False,False,9.994600504481532e-05,0.00021818820406882544,-0.05026398151360678,-2.4499142523676793,0.0,1.0011655876469687,0.0,1.0011655876469687
01/29/2009,868.8900146484375,868.8900146484375,844.1500244140625,845.1400146484375,845.1400146484375,5067060000,-0.03312017219917118,-0.038925140752474045,False,False,0.00010072626667101403,0.00021896846569502415,-0.05026398151360678,-2.6032127950411557,0.0,1.001266431318932,0.0,1.001266431318932
01/30/2009,845.6900024414062,851.6599731445312,821.6699829101562,825.8800048828125,825.8800048828125,5350580000,-0.022789134855526583,-0.08238564886156327,False,False,9.877532832303082e-05,0.00021701752734704094,-0.05026398151360678,-2.6996110711685453,0.0,1.0013653317394242,0.0,1.0013653317394242
02/02/2009,823.0900268554688,830.780029296875,812.8699951171875,825.4400024414062,825.4400024414062,5673270000,-0.0005327680035899229,-0.16137390040787958,False,False,9.52612494617977e-05,0.00021350344848580782,-0.05026398151360678,-2.750829854188377,0.0,1.0014607230520935,0.0,1.0014607230520935
02/03/2009,825.6900024414062,842.5999755859375,821.97998046875,838.510009765625,838.510009765625,5886310000,0.01583398827965876,-0.16736687085566,False,False,9.877532832303082e-05,0.00021701752734704094,-0.05026398151360678,-2.6927634852731868,0.0,1.0015596426638156,0.0,1.0015596426638156
02/04/2009,837.77001953125,851.8499755859375,829.1799926757812,832.22998046875,832.22998046875,6420450000,-0.007489510230927809,-0.17153559370016558,False,False,9.760431028493777e-05,0.0002158465093089479,-0.05026398151360678,-2.7291853734176037,0.0,1.001657399201947,0.0,1.001657399201947
02/05/2009,831.75,850.5499877929688,819.9099731445312,845.8499755859375,845.8499755859375,6624030000,0.016365662661559144,-0.10783182167143936,False,False,9.877532832303082e-05,0.00021701752734704094,-0.05026398151360678,-2.6622296580401983,0.0,1.0017563382404204,0.0,1.0017563382404204
02/06/2009,846.0900268554688,870.75,845.4199829101562,868.5999755859375,868.5999755859375,6484100000,0.026896022529575125,0.06392279864492752,False,True,9.877532832303082e-05,0.00021701752734704094,-0.05026398151360678,-2.5223729702457547,0.0,1.0018552870516297,0.0,1.0018552870516297
02/09/2009,868.239990234375,875.010009765625,861.6500244140625,869.8900146484375,869.8900146484375,5574370000,0.0014851935283901607,0.22635043912556607,False,False,9.213504061444944e-05,0.00021037723963845956,-0.05026398151360678,-2.433041003632711,0.0,1.0019475930291921,0.0,1.0019475930291921
02/10/2009,866.8699951171875,868.0499877929688,822.989990234375,827.1599731445312,827.1599731445312,6770170000,-0.04912120013376109,0.14700328223127898,False,False,9.057102323084543e-05,0.00020881322225485555,-0.05026398151360678,-2.6733436675242856,0.0,1.0020383404479165,0.0,1.0020383404479165
02/11/2009,827.4099731445312,838.219970703125,822.2999877929688,833.739990234375,833.739990234375,5926460000,0.007954951041488467,0.04063241253782794,False,False,9.017992370452532e-05,0.00020842212272853544,-0.05026398151360678,-2.7317403240632445,0.0,1.002128704189007,0.0,1.002128704189007
02/12/2009,829.9099731445312,835.47998046875,808.0599975585938,835.1900024414062,835.1900024414062,6476460000,0.0017391659558319006,-0.04125448331909004,True,False,9.057102323084543e-05,0.00020881322225485555,-0.05026398151360678,-2.7393786228052877,0.0,1.0022194680111545,0.0,1.0022194680111545
02/13/2009,833.9500122070312,839.4299926757812,825.2100219726562,826.8400268554688,826.8400268554688,5296650000,-0.00999769580757559,-0.12987176004388776,False,False,9.52612494617977e-05,0.00021350344848580782,-0.05026398151360678,-2.7875095701990267,0.0,1.0023149406899121,0.0,1.0023149406899121
02/17/2009,818.6099853515625,818.6099853515625,789.1699829101562,789.1699829101562,789.1699829101562,5907820000,-0.0455590473632177,-0.3584598777823783,False,False,8.900639657349885e-05,0.00020724859559750897,-0.05026398151360678,-2.970941154410988,0.0,1.0024041531310146,0.0,1.0024041531310146
02/18/2009,791.0599975585938,796.1699829101562,780.4299926757812,788.4199829101562,788.4199829101562,5740710000,-0.000950365594538094,-0.5610837163195685,False,False,9.057102323084543e-05,0.00020881322225485555,-0.05026398151360678,-2.9685518213817423,0.0,1.0024949419008546,0.0,1.0024949419008546
02/19/2009,787.9099731445312,797.5800170898438,777.030029296875,778.9400024414062,778.9400024414062,5746940000,-0.01202402358417931,-0.7270579201627689,False,False,9.213504061444944e-05,0.00021037723963845956,-0.05026398151360678,-3.0511187438871716,0.0,1.0025873068130424,0.0,1.0025873068130424
02/20/2009,775.8699951171875,778.6900024414062,754.25,770.0499877929688,770.0499877929688,8210590000,-0.01141296456796903,-0.8546176632025815,False,False,8.939761038329053e-05,0.00020763980940730065,-0.05026398151360678,-3.0420658294405025,0.0,1.002676935722472,0.0,1.002676935722472
02/23/2009,773.25,777.8499755859375,742.3699951171875,743.3300170898438,743.3300170898438,6509300000,-0.034699008021163436,-1.0293020700921438,False,False,8.978878609111618e-05,0.0002080309851151263,-0.05026398151360678,-3.2195449182992264,0.0,1.002766964867372,0.0,1.002766964867372
02/24/2009,744.6900024414062,775.489990234375,744.6900024414062,773.1400146484375,773.1400146484375,7234490000,0.04010331464253336,-1.0041769513001373,False,False,9.057102323084543e-05,0.00020881322225485555,-0.05026398151360678,-2.9099097161196825,0.0,1.0028577864974422,0.0,1.0028577864974422
02/25/2009,770.6400146484375,780.1199951171875,752.8900146484375,764.9000244140625,764.9000244140625,7483640000,-0.010657824039959851,-0.9265567713650849,False,False,9.487060640056555e-05,0.00021311280542457567,-0.05026398151360678,-2.9915488942285124,0.0,1.0029529282237808,0.0,1.0029529282237808
02/26/2009,765.760009765625,779.4199829101562,751.75,752.8300170898438,752.8300170898438,7599970000,-0.01577984957375933,-0.8755282249438958,False,False,9.877532832303082e-05,0.00021701752734704094,-0.05026398151360678,-2.966519876014994,0.0,1.0030519952285586,0.0,1.0030519952285586
02/27/2009,749.9299926757812,751.27001953125,734.52001953125,735.0900268554688,735.0900268554688,8926480000,-0.023564403426620917,-0.8976656087627605,False,False,0.00010228633533659881,0.00022052853436060893,-0.05026398151360678,-3.005887879696565,0.0,1.0031545937413027,0.0,1.0031545937413027
03/02/2009,729.5700073242188,729.5700073242188,699.7000122070312,700.8200073242188,700.8200073242188,7868290000,-0.04662016661802437,-1.0672683881700529,False,False,9.994600504481532e-05,0.00021818820406882544,-0.05026398151360678,-3.246263284727978,0.0,1.0032548550353895,0.0,1.0032548550353895
03/03/2009,704.4400024414062,711.6699829101562,692.2999877929688,696.3300170898438,696.3300170898438,7583230000,-0.006406766626880556,-1.2251788054794261,False,False,0.00010072626667101403,0.00021896846569502415,-0.05026398151360678,-3.2194251036685397,0.0,1.0033559091514568,0.0,1.0033559091514568
03/04/2009,698.5999755859375,724.1199951171875,698.5999755859375,712.8699951171875,712.8699951171875,7673620000,0.02375307342984989,-1.2191962651941735,False,False,0.00010189637497504123,0.00022013857399905135,-0.05026398151360678,-3.134141546423349,0.0,1.003458147481409,0.0,1.003458147481409
03/05/2009,708.27001953125,708.27001953125,677.9299926757812,682.5499877929688,682.5499877929688,7507250000,-0.04253230958224652,-1.270267409379745,False,False,9.721389505634725e-05,0.00021545609408035737,-0.05026398151360678,-3.3230168704772627,0.0,1.0035556975564517,0.0,1.0035556975564517
03/06/2009,684.0399780273438,699.0900268554688,666.7899780273438,683.3800048828125,683.3800048828125,7331830000,0.0012160531897855709,-1.2791157139671894,False,False,9.760431028493777e-05,0.0002158465093089479,-0.05026398151360678,-3.201389096526969,0.0,1.0036536489181442,0.0,1.0036536489181442
03/09/2009,680.760009765625,695.27001953125,672.8800048828125,676.530029296875,676.530029296875,7277320000,-0.010023669901070842,-1.2632809436614825,False,False,0.00010228633533659881,0.00022052853436060893,-0.05026398151360678,-3.3822507778628443,0.0,1.0037563089718393,0.0,1.0037563089718393
03/10/2009,679.280029296875,719.5999755859375,679.280029296875,719.5999755859375,719.5999755859375,8618330000,0.06366302222212594,-0.9812059421526788,False,False,0.00010501499826509608,0.0002232571972891062,-0.05026398151360678,-3.052207882275495,0.0,1.0038617184388845,0.0,1.0038617184388845
03/11/2009,719.5900268554688,731.9199829101562,713.8499755859375,721.3599853515625,721.3599853515625,7287810000,0.002445816877900686,-0.642659302248679,False,False,0.00010306614249411261,0.00022130834151812273,-0.05026398151360678,-3.1061927552619375,0.0,1.0039651825938014,0.0,1.0039651825938014
03/12/2009,720.8900146484375,752.6300048828125,714.760009765625,750.739990234375,750.739990234375,7326630000,0.04072863130673077,-0.1972656233073009,False,False,9.721389505634725e-05,0.00021545609408035737,-0.05026398151360678,-2.7533864593013733,0.0,1.0040627819597023,0.0,1.0040627819597023
03/13/2009,751.969970703125,758.2899780273438,742.4600219726562,756.5499877929688,756.5499877929688,6787090000,0.007739027671590959,0.202823260697037,False,True,9.760431028493777e-05,0.0002158465093089479,-0.05026398151360678,-2.7188361296568573,0.0,1.0041607828150183,0.0,1.0041607828150183
03/16/2009,758.8400268554688,774.530029296875,753.3699951171875,753.8900146484375,753.8900146484375,7883540000,-0.0035159251701146754,0.4624406815870264,False,False,9.877532832303082e-05,0.00021701752734704094,-0.05026398151360678,-2.7350222426171817,0.0,1.0042599691260299,0.0,1.0042599691260299
03/17/2009,753.8800048828125,778.1199951171875,749.9299926757812,778.1199951171875,778.1199951171875,6156800000,0.032139940837456527,0.7185037256150012,False,False,9.994600504481532e-05,0.00021818820406882544,-0.05026398151360678,-2.493453216663781,0.0,1.0043603408979704,0.0,1.0043603408979704
03/18/2009,776.010009765625,803.0399780273438,765.6400146484375,794.3499755859375,794.3499755859375,9098450000,0.020857940382711382,0.9595880564906895,False,False,8.274178768430396e-05,0.00020098398670831408,-0.05026398151360678,-2.296942472585639,0.0,1.0044434434680556,0.0,1.0044434434680556
03/19/2009,797.9199829101562,803.239990234375,781.8200073242188,784.0399780273438,784.0399780273438,9033870000,-0.012979162680767709,1.0407529507968034,False,False,8.234992500244509e-05,0.0002005921240264552,-0.05026398151360678,-2.3700059188477045,0.0,1.0045261593102943,0.0,1.0045261593102943
03/20/2009,784.5800170898438,788.9099731445312,766.2000122070312,768.5399780273438,768.5399780273438,7643720000,-0.01976940007446848,0.9353951136545493,False,False,8.47005278128421e-05,0.00020294272683685222,-0.05026398151360678,-2.58331211512068,0.0,1.0046112432061898,0.0,1.0046112432061898
03/23/2009,772.3099975585938,823.3699951171875,772.3099975585938,822.9199829101562,822.9199829101562,7715770000,0.07075754864749229,1.0388061575996461,False,False,8.391714638755765e-05,0.00020215934541156777,-0.05026398151360678,-2.1999057606146226,0.0,1.0046955473149486,0.0,1.0046955473149486
03/24/2009,820.5999755859375,823.6500244140625,805.47998046875,806.1199951171875,806.1199951171875,6767980000,-0.020415092769478838,1.05006367385076,False,False,8.078209183959295e-05,0.00019902429086360307,-0.05026398151360678,-2.28770239484322,0.0,1.0047767087229227,0.0,1.0047767087229227
03/25/2009,806.8099975585938,826.780029296875,791.3699951171875,813.8800048828125,813.8800048828125,7687180000,0.009626370531222062,1.028370730272442,False,False,8.430885619947759e-05,0.0002025510552234877,-0.05026398151360678,-2.304012662576251,0.0,1.004861420297971,0.0,1.004861420297971
03/26/2009,814.0599975585938,832.97998046875,814.0599975585938,832.8599853515625,832.8599853515625,6992960000,0.02332036707485252,1.0540830590380756,False,False,7.921364641982898e-05,0.0001974558454438391,-0.05026398151360678,-2.1787068951007362,0.0,1.0049410190352195,0.0,1.0049410190352195
03/27/2009,828.6799926757812,828.6799926757812,813.4299926757812,815.9400024414062,815.9400024414062,5600210000,-0.020315519064124654,0.9641587724883138,False,False,7.921364641982898e-05,0.0001974558454438391,-0.05026398151360678,-2.32004306014714,0.0,1.0050206240777741,0.0,1.0050206240777741
03/30/2009,809.0700073242188,809.0700073242188,779.8099975585938,787.530029296875,787.530029296875,5912660000,-0.03481870365409789,0.6940401253796594,False,False,7.842919396416903e-05,0.00019667139298817915,-0.05026398151360678,-2.4253097682148845,0.0,1.005099447035238,0.0,1.005099447035238
03/31/2009,790.8800048828125,810.47998046875,790.8800048828125,797.8699951171875,797.8699951171875,6089100000,0.013129614663131228,0.46644326009042364,False,False,8.156608492315698e-05,0.0001998082839471671,-0.05026398151360678,-2.2699251295595007,0.0,1.005181429062091,0.0,1.005181429062091
04/01/2009,793.5900268554688,813.6199951171875,783.3200073242188,811.0800170898438,811.0800170898438,6034140000,0.01655660953977356,0.3550815471677062,False,False,7.921364641982898e-05,0.0001974558454438391,-0.05026398151360678,-2.292026751433539,0.0,1.0052610531484005,0.0,1.0052610531484005
04/02/2009,814.530029296875,845.6099853515625,814.530029296875,834.3800048828125,834.3800048828125,7542810000,0.028727113604116505,0.40158159845919883,False,False,8.391714638755765e-05,0.00020215934541156777,-0.05026398151360678,-2.14420866446999,0.0,1.0053454117873553,0.0,1.0053454117873553
04/03/2009,835.1300048828125,842.5,826.7000122070312,842.5,842.5,5855640000,0.00973177097925304,0.5041635033272761,False,False,8.861514465463571e-05,0.00020685734367864583,-0.05026398151360678,-2.1595849222679044,0.0,1.0054345006164487,0.0,1.0054345006164487
04/06/2009,839.75,839.75,822.7899780273438,835.47998046875,835.47998046875,6210000000,-0.008332367396142404,0.5442251290510252,False,False,9.017992370452532e-05,0.00020842212272853544,-0.05026398151360678,-2.24730178040906,0.0,1.0055251706230042,0.0,1.0055251706230042
04/07/2009,834.1199951171875,834.1199951171875,814.530029296875,815.5499877929688,815.5499877929688,5155580000,-0.02385454246862917,0.44337232172458024,False,False,8.978878609111618e-05,0.0002080309851151263,-0.05026398151360678,-2.29766935013785,0.0,1.0056154555074586,0.0,1.0056154555074586
