Date,Price,Open,High,Low,Change %,Change,trix,buy_signal,sell_signal,rf,VaR,kelly,kelly_ratio,portfolio,equity,cash
01/09/2009,885.5,906.75,914.75,882.75,-2.34%,-0.023399999999999997,0.22989800979224878,False,False,9.682344187411651e-05,-0.0091,-2.2419816498572547,0.0,1.0,0.0,1.0
01/12/2009,868.0,885.0,885.5,860.25,-1.98%,-0.019799999999999998,-0.022244669564343594,True,False,9.291682097734011e-05,-0.0091,-2.4036706875091207,0.0,1.0000929168209773,0.0,1.0000929168209773
01/13/2009,868.5,868.5,874.0,857.0,0.06%,0.0006,-0.2228941047730557,False,False,9.057102323084543e-05,-0.0091,-2.426513576868846,0.0,1.0001834962597798,0.0,1.0001834962597798
01/14/2009,839.75,868.75,875.0,832.5,-3.31%,-0.0331,-0.467426577210836,False,False,9.096208467762601e-05,-0.009300000000000001,-2.606281720932701,0.0,1.0002744750356598,0.0,1.0002744750356598
01/15/2009,839.25,839.5,848.5,812.75,-0.06%,-0.0006,-0.6486974343913515,False,False,9.330765410231479e-05,-0.009300000000000001,-2.6526938986532076,0.0,1.0003678083003837,0.0,1.0003678083003837
01/16/2009,848.5,841.75,857.75,826.25,1.10%,0.011000000000000001,-0.7039941504472859,False,False,9.330765410231479e-05,-0.009300000000000001,-2.6066942751556024,0.0,1.0004611502738157,0.0,1.0004611502738157
01/20/2009,806.0,851.75,865.75,797.5,-5.01%,-0.0501,-0.8606768994331092,False,False,9.447992534150629e-05,-0.009300000000000001,-2.7535964543612153,0.0,1.0005556737686006,0.0,1.0005556737686006
01/21/2009,836.75,806.75,838.5,800.5,3.82%,0.0382,-0.8490984505371042,False,False,0.00010579427587908974,-0.009300000000000001,-2.600285327244662,0.0,1.0006615268315837,0.0,1.0006615268315837
01/22/2009,825.5,837.0,844.0,807.5,-1.34%,-0.0134,-0.8070465570065852,False,False,0.00010384579827982243,-0.009300000000000001,-2.612352349050737,0.0,1.0007654413266454,0.0,1.0007654413266454
01/23/2009,823.5,824.25,836.0,799.5,-0.24%,-0.0024,-0.7462624611157769,False,False,0.00010306614249411261,-0.009300000000000001,-2.600499111521735,0.0,1.0008685863602242,0.0,1.0008685863602242
01/26/2009,830.75,823.5,849.5,810.75,0.88%,0.0088,-0.6370524701414804,False,False,0.00010111634064968733,-0.0091,-2.505037606094508,0.0,1.0009697905291481,0.0,1.0009697905291481
01/27/2009,839.25,833.5,847.5,831.25,1.02%,0.0102,-0.48068237787863444,False,False,9.565185453208613e-05,-0.0091,-2.514976965584115,0.0,1.0010655351459428,0.0,1.0010655351459428
01/28/2009,871.5,840.25,876.0,837.75,3.84%,0.0384,-0.19085308650677307,False,False,9.994600504481532e-05,-0.0091,-2.316931995037455,0.0,1.0011655876469687,0.0,1.0011655876469687
01/29/2009,842.75,871.5,871.75,840.25,-3.30%,-0.033,-0.05480202497924579,False,False,0.00010072626667101403,-0.009300000000000001,-2.457144085767812,0.0,1.001266431318932,0.0,1.001266431318932
01/30/2009,822.5,843.0,849.0,817.5,-2.40%,-0.024,-0.08707743378150087,False,False,9.877532832303082e-05,-0.009300000000000001,-2.6098419348367585,0.0,1.0013653317394242,0.0,1.0013653317394242
02/02/2009,821.25,823.75,827.5,806.25,-0.15%,-0.0015,-0.16337261504742331,False,False,9.52612494617977e-05,-0.009300000000000001,-2.6265489936874236,0.0,1.0014607230520935,0.0,1.0014607230520935
02/03/2009,831.5,821.75,839.75,816.0,1.25%,0.0125,-0.1819869368224376,False,False,9.877532832303082e-05,-0.009300000000000001,-2.5668914776344818,0.0,1.0015596426638156,0.0,1.0015596426638156
02/04/2009,829.75,831.75,849.5,826.0,-0.21%,-0.0021,-0.17969437915367084,False,False,9.760431028493777e-05,-0.009300000000000001,-2.5995015382286755,0.0,1.001657399201947,0.0,1.001657399201947
02/05/2009,840.5,830.5,849.0,816.75,1.30%,0.013000000000000001,-0.11760647961626344,False,False,9.877532832303082e-05,-0.009300000000000001,-2.5381825656785817,0.0,1.0017563382404204,0.0,1.0017563382404204
02/06/2009,867.75,841.25,869.25,836.75,3.24%,0.032400000000000005,0.07134063813060969,False,True,9.877532832303082e-05,-0.009300000000000001,-2.3071697466302687,0.0,1.0018552870516297,0.0,1.0018552870516297
02/09/2009,865.0,868.0,873.0,852.75,-0.32%,-0.0032,0.23392495341015568,False,False,9.213504061444944e-05,-0.009300000000000001,-2.3440919186898683,0.0,1.0019475930291921,0.0,1.0019475930291921
02/10/2009,827.0,864.25,866.0,819.5,-4.39%,-0.043899999999999995,0.16933502785536622,False,False,9.057102323084543e-05,-0.009300000000000001,-2.603713650624161,0.0,1.0020383404479165,0.0,1.0020383404479165
02/11/2009,831.5,826.5,836.25,819.5,0.54%,0.0054,0.068328238104372,False,False,9.017992370452532e-05,-0.009300000000000001,-2.590101075021529,0.0,1.002128704189007,0.0,1.002128704189007
02/12/2009,835.5,831.0,836.75,805.5,0.48%,0.0048,-0.0020736044997293973,True,False,9.057102323084543e-05,-0.009300000000000001,-2.5671833305426803,0.0,1.0022194680111545,0.0,1.0022194680111545
02/13/2009,820.0,835.0,840.5,818.75,-1.86%,-0.018600000000000002,-0.11342405698557557,False,False,9.52612494617977e-05,-0.009300000000000001,-2.6557626187799435,0.0,1.0023149406899121,0.0,1.0023149406899121
02/17/2009,785.5,814.0,818.75,785.5,-4.21%,-0.0421,-0.35625147512338984,False,False,8.900639657349885e-05,-0.009300000000000001,-2.8056776261633978,0.0,1.0024041531310146,0.0,1.0024041531310146
02/18/2009,779.5,786.75,796.25,776.5,-0.76%,-0.0076,-0.5902812730130579,False,False,9.057102323084543e-05,-0.009300000000000001,-2.858025160073749,0.0,1.0024949419008546,0.0,1.0024949419008546
02/19/2009,779.5,780.25,796.75,775.0,0.00%,0.0,-0.7420078411919434,False,False,9.213504061444944e-05,-0.009300000000000001,-2.8180187431421393,0.0,1.0025873068130424,0.0,1.0025873068130424
02/20/2009,769.5,778.5,779.5,752.5,-1.28%,-0.0128,-0.8496952574121441,False,False,8.939761038329053e-05,-0.009300000000000001,-2.8823476294504857,0.0,1.002676935722472,0.0,1.002676935722472
02/23/2009,745.0,770.0,786.5,739.75,-3.18%,-0.0318,-0.99829287147543,False,False,8.978878609111618e-05,-0.009300000000000001,-2.941517833913001,0.0,1.002766964867372,0.0,1.002766964867372
02/24/2009,768.75,745.0,774.75,743.25,3.19%,0.0319,-0.979669455419784,False,False,9.057102323084543e-05,-0.009300000000000001,-2.789414151968373,0.0,1.0028577864974422,0.0,1.0028577864974422
02/25/2009,761.5,769.0,779.5,751.25,-0.94%,-0.009399999999999999,-0.9134211211721712,False,False,9.487060640056555e-05,-0.009300000000000001,-2.735845221691373,0.0,1.0029529282237808,0.0,1.0029529282237808
02/26/2009,752.0,761.0,779.0,750.25,-1.25%,-0.0125,-0.8611332754044106,False,False,9.877532832303082e-05,-0.009300000000000001,-2.71065035078031,0.0,1.0030519952285586,0.0,1.0030519952285586
02/27/2009,734.25,752.25,756.0,729.5,-2.36%,-0.0236,-0.8792396295842642,False,False,0.00010228633533659881,-0.009399999999999999,-2.893767877112551,0.0,1.0031545937413027,0.0,1.0031545937413027
03/02/2009,705.5,731.25,733.75,698.75,-3.92%,-0.0392,-1.0198828025661189,False,False,9.994600504481532e-05,-0.009399999999999999,-2.9928667209869553,0.0,1.0032548550353895,0.0,1.0032548550353895
03/03/2009,689.5,705.0,715.25,688.75,-2.27%,-0.0227,-1.204824630832362,False,False,0.00010072626667101403,-0.0097,-3.1168174796093107,0.0,1.0033559091514568,0.0,1.0033559091514568
03/04/2009,708.5,690.5,723.75,681.5,2.76%,0.0276,-1.2251007991549556,False,False,0.00010189637497504123,-0.0097,-3.019591205771018,0.0,1.003458147481409,0.0,1.003458147481409
03/05/2009,686.0,709.5,711.75,676.25,-3.18%,-0.0318,-1.2576729073285497,False,False,9.721389505634725e-05,-0.0097,-3.0322186606970645,0.0,1.0035556975564517,0.0,1.0035556975564517
03/06/2009,687.75,686.25,699.25,665.75,0.26%,0.0026,-1.2343750266783744,False,False,9.760431028493777e-05,-0.0097,-3.103549663470709,0.0,1.0036536489181442,0.0,1.0036536489181442
03/09/2009,676.0,688.75,694.75,670.75,-1.71%,-0.0171,-1.2160768662532062,False,False,0.00010228633533659881,-0.009899999999999999,-3.2330347565980726,0.0,1.0037563089718393,0.0,1.0037563089718393
03/10/2009,716.0,674.75,721.75,673.25,5.92%,0.0592,-0.9582315469695356,False,False,0.00010501499826509608,-0.009899999999999999,-2.9893727097996843,0.0,1.0038617184388845,0.0,1.0038617184388845
03/11/2009,720.5,715.75,732.5,712.0,0.63%,0.0063,-0.6330808897927085,False,False,0.00010306614249411261,-0.0097,-2.8316095120113483,0.0,1.0039651825938014,0.0,1.0039651825938014
03/12/2009,751.5,721.25,753.0,711.25,4.30%,0.043,-0.18618179047782385,False,False,9.721389505634725e-05,-0.0097,-2.585008228694208,0.0,1.0040627819597023,0.0,1.0040627819597023
